Age,Gender,User_Type,Dataset_Source,Region,Region_Group,Screen_Time,Social_Media_Hours,Gaming_Hours,Work_Study_Hours,Sleep_Hours,Stress_Level,Anxiety_Level,Depression_Level,Notifications_Per_Day,Addiction_Level,Productivity_Impact,Physical_Activity,Caffeine_Intake,Stress_Level_Raw,Age_Group,Behavioral_Risk_Index,Addiction_Category,Productivity_Flag
35,Male,Mixed,Smartphone_Addiction,Global,Global,10.9,3.05,0.03,5.28,7.81,0.009615384615384616,,,244.0,0.3333333333333333,No,,,1.0,Adult,2.7133846153846153,Moderate,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,9.66,2.3,2.27,2.31,7.27,0.01963141025641026,,,55.0,0.3333333333333333,No,,,2.0,Young Adult,2.277889423076923,Moderate,1
29,Male,Mixed,Smartphone_Addiction,Global,Global,11.71,4.62,2.27,4.61,7.74,0.0296474358974359,,,82.0,0.3333333333333333,Yes,,,3.0,Young Adult,3.2523942307692315,Moderate,1
24,Other,Mixed,Smartphone_Addiction,Global,Global,7.01,3.37,0.82,4.12,5.97,0.0296474358974359,,,154.0,0.3333333333333333,Yes,,,3.0,Young Adult,1.7738942307692303,Moderate,1
34,Female,Mixed,Smartphone_Addiction,Global,Global,3.61,5.75,2.15,2.28,7.27,0.01963141025641026,,,37.0,1.0,No,,,2.0,Adult,0.6778894230769229,High,1
22,Female,Mixed,Smartphone_Addiction,Global,Global,10.61,5.33,1.85,0.79,6.37,0.01963141025641026,,,120.0,0.3333333333333333,No,,,2.0,Young Adult,3.2448894230769225,Moderate,1
22,Female,Mixed,Smartphone_Addiction,Global,Global,7.77,3.94,3.87,5.6,6.93,0.0296474358974359,,,176.0,0.3333333333333333,No,,,3.0,Young Adult,1.93339423076923,Moderate,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,4.93,4.0,1.82,4.75,7.08,0.01963141025641026,,,81.0,,No,,,2.0,Adult,0.9153894230769227,Unknown,1
25,Male,Mixed,Smartphone_Addiction,Global,Global,10.56,1.6,1.81,5.24,8.62,0.009615384615384616,,,171.0,1.0,No,,,1.0,Young Adult,2.2148846153846153,High,1
28,Male,Mixed,Smartphone_Addiction,Global,Global,7.1,5.42,2.7,1.69,4.59,0.009615384615384616,,,33.0,1.0,Yes,,,1.0,Young Adult,2.382884615384615,High,1
23,Other,Mixed,Smartphone_Addiction,Global,Global,11.16,2.52,2.08,0.9,7.04,0.009615384615384616,,,83.0,0.3333333333333333,Yes,,,1.0,Young Adult,2.8788846153846155,Moderate,1
34,Other,Mixed,Smartphone_Addiction,Global,Global,7.57,3.89,3.65,0.87,6.32,0.009615384615384616,,,241.0,,No,,,1.0,Adult,1.971884615384615,Unknown,1
28,Other,Mixed,Smartphone_Addiction,Global,Global,11.86,3.23,3.07,0.99,6.35,0.0296474358974359,,,107.0,1.0,No,,,3.0,Young Adult,3.374394230769231,High,1
24,Male,Mixed,Smartphone_Addiction,Global,Global,9.53,3.62,2.03,4.14,7.32,0.01963141025641026,,,109.0,1.0,Yes,,,2.0,Young Adult,2.4203894230769225,High,1
27,Other,Mixed,Smartphone_Addiction,Global,Global,7.47,2.07,0.73,5.03,8.21,0.009615384615384616,,,74.0,0.3333333333333333,Yes,,,1.0,Young Adult,1.2858846153846148,Moderate,1
25,Female,Mixed,Smartphone_Addiction,Global,Global,5.43,2.73,0.29,1.73,7.5,0.009615384615384616,,,234.0,,No,,,1.0,Young Adult,0.8128846153846152,Unknown,1
28,Female,Mixed,Smartphone_Addiction,Global,Global,10.61,4.53,2.46,1.23,7.77,0.0296474358974359,,,171.0,0.3333333333333333,Yes,,,3.0,Young Adult,2.8478942307692297,Moderate,1
21,Female,Mixed,Smartphone_Addiction,Global,Global,5.86,5.3,1.81,3.15,8.37,0.009615384615384616,,,61.0,0.3333333333333333,No,,,1.0,Young Adult,1.1748846153846157,Moderate,1
21,Female,Mixed,Smartphone_Addiction,Global,Global,6.42,0.85,3.03,3.52,5.35,0.0296474358974359,,,154.0,,Yes,,,3.0,Young Adult,1.3133942307692303,Unknown,1
22,Other,Mixed,Smartphone_Addiction,Global,Global,5.68,5.9,0.05,2.23,8.73,0.009615384615384616,,,157.0,0.3333333333333333,Yes,,,1.0,Young Adult,1.129884615384615,Moderate,1
24,Female,Mixed,Smartphone_Addiction,Global,Global,10.93,4.08,2.52,3.1,8.06,0.01963141025641026,,,43.0,0.3333333333333333,Yes,,,2.0,Young Adult,2.8313894230769225,Moderate,1
32,Male,Mixed,Smartphone_Addiction,Global,Global,8.26,3.18,2.19,1.71,8.47,0.0296474358974359,,,63.0,0.3333333333333333,Yes,,,3.0,Adult,1.68289423076923,Moderate,1
32,Other,Mixed,Smartphone_Addiction,Global,Global,5.75,2.43,3.75,2.73,7.93,0.009615384615384616,,,80.0,,Yes,,,1.0,Adult,0.7938846153846153,Unknown,1
30,Male,Mixed,Smartphone_Addiction,Global,Global,10.12,4.08,0.75,0.78,5.11,0.009615384615384616,,,25.0,1.0,No,,,1.0,Adult,3.134884615384615,High,1
26,Male,Mixed,Smartphone_Addiction,Global,Global,4.41,5.66,3.98,3.26,5.92,0.009615384615384616,,,39.0,1.0,No,,,1.0,Young Adult,1.2113846153846153,High,1
35,Male,Mixed,Smartphone_Addiction,Global,Global,8.54,1.27,0.21,0.62,5.93,0.01963141025641026,,,209.0,0.3333333333333333,No,,,2.0,Adult,1.9993894230769227,Moderate,1
25,Other,Mixed,Smartphone_Addiction,Global,Global,4.44,3.83,1.11,2.56,5.49,0.0296474358974359,,,25.0,,Yes,,,3.0,Young Adult,1.0393942307692308,Unknown,1
33,Other,Mixed,Smartphone_Addiction,Global,Global,6.92,2.38,2.08,3.97,6.72,0.01963141025641026,,,184.0,,Yes,,,2.0,Adult,1.4408894230769227,Unknown,1
23,Female,Mixed,Smartphone_Addiction,Global,Global,7.11,3.67,2.46,1.88,5.46,0.01963141025641026,,,165.0,,No,,,2.0,Young Adult,1.9528894230769231,Unknown,1
34,Female,Mixed,Smartphone_Addiction,Global,Global,8.62,1.16,1.41,1.02,6.65,0.009615384615384616,,,91.0,0.3333333333333333,Yes,,,1.0,Adult,1.863884615384615,Moderate,1
34,Male,Mixed,Smartphone_Addiction,Global,Global,4.1,3.02,1.71,2.21,4.56,0.009615384615384616,,,175.0,,Yes,,,1.0,Adult,0.9788846153846152,Unknown,1
24,Other,Mixed,Smartphone_Addiction,Global,Global,8.1,5.79,2.12,5.66,7.66,0.01963141025641026,,,137.0,1.0,No,,,2.0,Young Adult,2.1773894230769226,High,1
28,Other,Mixed,Smartphone_Addiction,Global,Global,5.67,5.74,3.58,3.57,7.0,0.01963141025641026,,,105.0,0.3333333333333333,Yes,,,2.0,Young Adult,1.4513894230769229,Moderate,1
24,Female,Mixed,Smartphone_Addiction,Global,Global,3.24,5.25,2.22,0.59,7.44,0.01963141025641026,,,162.0,1.0,Yes,,,2.0,Young Adult,0.43938942307692275,High,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,3.5,4.8,2.0,5.19,5.87,0.01963141025641026,,,55.0,1.0,Yes,,,2.0,Young Adult,0.7768894230769228,High,1
33,Other,Mixed,Smartphone_Addiction,Global,Global,6.79,3.27,2.51,1.21,5.6,0.01963141025641026,,,44.0,,No,,,2.0,Adult,1.7528894230769232,Unknown,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,10.1,3.84,1.43,2.29,6.51,0.0296474358974359,,,100.0,1.0,Yes,,,3.0,Young Adult,2.8178942307692303,High,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,11.19,4.32,1.01,1.54,7.09,0.01963141025641026,,,27.0,0.3333333333333333,No,,,2.0,Adult,3.1523894230769227,Moderate,1
33,Other,Mixed,Smartphone_Addiction,Global,Global,8.12,4.3,0.01,5.42,8.87,0.009615384615384616,,,67.0,0.3333333333333333,No,,,1.0,Adult,1.7158846153846152,Moderate,1
25,Male,Mixed,Smartphone_Addiction,Global,Global,4.4,4.98,2.77,3.39,8.88,0.0296474358974359,,,175.0,1.0,Yes,,,3.0,Young Adult,0.5198942307692306,High,1
19,Female,Mixed,Smartphone_Addiction,Global,Global,8.72,1.26,1.69,4.68,4.64,0.009615384615384616,,,234.0,1.0,No,,,1.0,Teen,2.3158846153846158,High,1
32,Male,Mixed,Smartphone_Addiction,Global,Global,6.04,5.42,0.97,2.66,7.49,0.01963141025641026,,,143.0,0.3333333333333333,No,,,2.0,Adult,1.4348894230769227,Moderate,1
32,Female,Mixed,Smartphone_Addiction,Global,Global,7.92,4.42,3.49,4.13,5.22,0.009615384615384616,,,63.0,0.3333333333333333,No,,,1.0,Adult,2.393884615384615,Moderate,1
20,Other,Mixed,Smartphone_Addiction,Global,Global,6.95,4.58,3.82,1.53,5.45,0.009615384615384616,,,33.0,0.3333333333333333,Yes,,,1.0,Young Adult,2.0323846153846157,Moderate,1
35,Female,Mixed,Smartphone_Addiction,Global,Global,3.94,3.11,1.28,4.36,7.71,0.01963141025641026,,,217.0,,Yes,,,2.0,Adult,0.309389423076923,Unknown,1
21,Other,Mixed,Smartphone_Addiction,Global,Global,11.25,1.45,0.8,5.15,7.98,0.009615384615384616,,,163.0,1.0,Yes,,,1.0,Young Adult,2.561884615384615,High,1
22,Other,Mixed,Smartphone_Addiction,Global,Global,7.42,4.09,0.98,3.54,5.55,0.0296474358974359,,,204.0,1.0,No,,,3.0,Young Adult,2.1093942307692304,High,1
18,Other,Mixed,Smartphone_Addiction,Global,Global,10.25,2.88,1.31,0.91,6.87,0.0296474358974359,,,172.0,0.3333333333333333,Yes,,,3.0,Teen,2.6543942307692303,Moderate,1
18,Male,Mixed,Smartphone_Addiction,Global,Global,3.68,5.53,2.17,5.78,5.72,0.01963141025641026,,,115.0,0.3333333333333333,No,,,2.0,Teen,0.9793894230769232,Moderate,1
35,Male,Mixed,Smartphone_Addiction,Global,Global,3.77,5.43,0.39,4.99,6.68,0.01963141025641026,,,173.0,0.3333333333333333,Yes,,,2.0,Adult,0.8038894230769228,Moderate,1
34,Other,Mixed,Smartphone_Addiction,Global,Global,6.33,1.79,1.93,2.68,5.39,0.01963141025641026,,,197.0,,Yes,,,2.0,Adult,1.411889423076923,Unknown,1
32,Other,Mixed,Smartphone_Addiction,Global,Global,4.5,5.53,3.27,3.82,5.05,0.01963141025641026,,,156.0,0.3333333333333333,Yes,,,2.0,Adult,1.400389423076923,Moderate,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,4.28,1.72,1.43,2.64,7.11,0.009615384615384616,,,193.0,,Yes,,,1.0,Adult,0.3368846153846152,Unknown,1
27,Female,Mixed,Smartphone_Addiction,Global,Global,8.27,3.75,3.8,1.6,5.64,0.01963141025641026,,,118.0,1.0,Yes,,,2.0,Young Adult,2.3348894230769233,High,1
27,Male,Mixed,Smartphone_Addiction,Global,Global,8.05,0.54,0.45,0.6,6.17,0.0296474358974359,,,98.0,0.3333333333333333,No,,,3.0,Young Adult,1.6733942307692304,Moderate,1
25,Male,Mixed,Smartphone_Addiction,Global,Global,8.73,3.2,3.5,3.53,8.95,0.01963141025641026,,,101.0,1.0,Yes,,,2.0,Young Adult,1.751389423076923,High,1
27,Male,Mixed,Smartphone_Addiction,Global,Global,6.05,4.29,3.64,5.08,4.6,0.01963141025641026,,,46.0,1.0,No,,,2.0,Young Adult,1.8468894230769228,High,1
23,Female,Mixed,Smartphone_Addiction,Global,Global,6.85,3.12,0.53,0.92,8.49,0.009615384615384616,,,194.0,,Yes,,,1.0,Young Adult,1.170384615384615,Unknown,1
30,Other,Mixed,Smartphone_Addiction,Global,Global,6.22,3.18,1.72,2.67,6.55,0.01963141025641026,,,153.0,0.3333333333333333,Yes,,,2.0,Adult,1.3498894230769225,Moderate,1
26,Other,Mixed,Smartphone_Addiction,Global,Global,7.17,5.21,3.34,2.59,5.26,0.0296474358974359,,,121.0,1.0,Yes,,,3.0,Young Adult,2.24789423076923,High,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,4.08,5.81,0.02,1.94,6.09,0.01963141025641026,,,179.0,1.0,No,,,2.0,Adult,1.087389423076923,High,1
26,Female,Mixed,Smartphone_Addiction,Global,Global,8.58,5.53,0.12,4.84,8.66,0.009615384615384616,,,173.0,0.3333333333333333,Yes,,,1.0,Young Adult,2.103384615384615,Moderate,1
29,Female,Mixed,Smartphone_Addiction,Global,Global,6.86,5.84,3.21,1.48,8.37,0.009615384615384616,,,136.0,0.3333333333333333,No,,,1.0,Young Adult,1.6058846153846154,Moderate,1
35,Male,Mixed,Smartphone_Addiction,Global,Global,3.1,4.39,1.73,3.08,7.24,0.0296474358974359,,,250.0,0.3333333333333333,No,,,3.0,Adult,0.30439423076923056,Moderate,1
32,Other,Mixed,Smartphone_Addiction,Global,Global,8.04,5.79,3.81,4.21,6.23,0.009615384615384616,,,236.0,1.0,Yes,,,1.0,Adult,2.439384615384615,High,1
19,Female,Mixed,Smartphone_Addiction,Global,Global,4.74,5.12,1.8,5.85,5.91,0.009615384615384616,,,96.0,0.3333333333333333,Yes,,,1.0,Teen,1.2478846153846153,Moderate,1
33,Male,Mixed,Smartphone_Addiction,Global,Global,11.54,1.77,1.67,2.26,7.55,0.01963141025641026,,,136.0,0.3333333333333333,No,,,2.0,Adult,2.8003894230769224,Moderate,1
28,Male,Mixed,Smartphone_Addiction,Global,Global,6.08,4.54,2.34,4.17,6.65,0.009615384615384616,,,68.0,0.3333333333333333,Yes,,,1.0,Young Adult,1.4818846153846152,Moderate,1
19,Female,Mixed,Smartphone_Addiction,Global,Global,6.21,1.28,0.67,0.61,8.53,0.01963141025641026,,,128.0,0.3333333333333333,Yes,,,2.0,Teen,0.6653894230769228,Moderate,1
27,Male,Mixed,Smartphone_Addiction,Global,Global,6.18,1.84,0.8,1.75,5.05,0.01963141025641026,,,226.0,0.3333333333333333,No,,,2.0,Young Adult,1.434889423076923,Moderate,1
24,Male,Mixed,Smartphone_Addiction,Global,Global,3.78,3.08,1.83,4.05,5.61,0.01963141025641026,,,167.0,,No,,,2.0,Young Adult,0.6688894230769229,Unknown,1
33,Male,Mixed,Smartphone_Addiction,Global,Global,10.12,2.53,3.27,3.63,6.99,0.009615384615384616,,,64.0,1.0,Yes,,,1.0,Adult,2.5263846153846146,High,1
29,Male,Mixed,Smartphone_Addiction,Global,Global,3.65,0.51,2.47,3.0,8.24,0.01963141025641026,,,107.0,,No,,,2.0,Young Adult,-0.2881105769230772,Unknown,1
27,Male,Mixed,Smartphone_Addiction,Global,Global,7.27,4.26,1.84,5.01,4.95,0.0296474358974359,,,53.0,0.3333333333333333,No,,,3.0,Young Adult,2.20239423076923,Moderate,1
26,Female,Mixed,Smartphone_Addiction,Global,Global,3.9,5.97,0.48,1.58,6.38,0.009615384615384616,,,29.0,0.3333333333333333,Yes,,,1.0,Young Adult,0.9873846153846153,Moderate,1
24,Male,Mixed,Smartphone_Addiction,Global,Global,6.09,5.63,2.54,5.26,6.52,0.0296474358974359,,,162.0,1.0,No,,,3.0,Young Adult,1.6808942307692303,High,1
34,Other,Mixed,Smartphone_Addiction,Global,Global,7.8,1.56,2.23,4.13,5.8,0.0296474358974359,,,173.0,,No,,,3.0,Adult,1.8128942307692306,Unknown,1
26,Other,Mixed,Smartphone_Addiction,Global,Global,5.37,2.05,2.48,4.47,6.73,0.0296474358974359,,,62.0,,Yes,,,3.0,Young Adult,0.8498942307692305,Unknown,1
28,Other,Mixed,Smartphone_Addiction,Global,Global,7.33,4.37,3.55,2.39,6.88,0.009615384615384616,,,79.0,0.3333333333333333,No,,,1.0,Young Adult,1.8478846153846151,Moderate,1
29,Other,Mixed,Smartphone_Addiction,Global,Global,3.74,5.47,2.22,1.79,6.95,0.01963141025641026,,,169.0,1.0,No,,,2.0,Young Adult,0.7453894230769228,High,1
33,Other,Mixed,Smartphone_Addiction,Global,Global,9.5,3.63,3.55,3.0,5.41,0.0296474358974359,,,196.0,1.0,No,,,3.0,Adult,2.7963942307692307,High,1
34,Other,Mixed,Smartphone_Addiction,Global,Global,10.27,4.52,2.07,4.56,7.19,0.009615384615384616,,,124.0,0.3333333333333333,No,,,1.0,Adult,2.837384615384615,Moderate,1
27,Other,Mixed,Smartphone_Addiction,Global,Global,7.73,3.54,3.27,4.62,9.0,0.009615384615384616,,,243.0,,No,,,1.0,Young Adult,1.4393846153846153,Unknown,1
20,Female,Mixed,Smartphone_Addiction,Global,Global,7.55,4.9,0.55,4.6,6.19,0.009615384615384616,,,97.0,0.3333333333333333,Yes,,,1.0,Young Adult,2.142384615384615,Moderate,1
35,Female,Mixed,Smartphone_Addiction,Global,Global,5.15,3.68,3.94,4.0,7.97,0.009615384615384616,,,153.0,,No,,,1.0,Adult,0.7633846153846153,Unknown,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,9.54,2.96,3.81,4.15,6.92,0.009615384615384616,,,133.0,1.0,No,,,1.0,Young Adult,2.401884615384615,High,1
30,Other,Mixed,Smartphone_Addiction,Global,Global,4.31,5.99,3.72,0.94,7.52,0.01963141025641026,,,206.0,0.3333333333333333,Yes,,,2.0,Adult,0.9088894230769228,Moderate,1
35,Male,Mixed,Smartphone_Addiction,Global,Global,9.38,0.84,3.19,5.51,7.66,0.0296474358974359,,,221.0,0.3333333333333333,Yes,,,3.0,Adult,1.8858942307692304,Moderate,1
22,Male,Mixed,Smartphone_Addiction,Global,Global,9.62,2.87,2.77,1.82,7.63,0.009615384615384616,,,195.0,1.0,Yes,,,1.0,Young Adult,2.2743846153846152,High,1
21,Female,Mixed,Smartphone_Addiction,Global,Global,3.63,4.73,0.09,4.53,8.42,0.009615384615384616,,,63.0,1.0,Yes,,,1.0,Young Adult,0.2988846153846152,High,1
21,Male,Mixed,Smartphone_Addiction,Global,Global,8.57,5.18,3.99,3.63,7.47,0.009615384615384616,,,82.0,1.0,No,,,1.0,Young Adult,2.2853846153846153,High,1
28,Male,Mixed,Smartphone_Addiction,Global,Global,5.62,3.72,1.0,1.27,8.01,0.009615384615384616,,,243.0,,No,,,1.0,Young Adult,0.9258846153846152,Unknown,1
18,Male,Mixed,Smartphone_Addiction,Global,Global,10.82,2.97,0.53,2.62,5.42,0.009615384615384616,,,148.0,0.3333333333333333,Yes,,,1.0,Teen,3.1513846153846155,Moderate,1
23,Female,Mixed,Smartphone_Addiction,Global,Global,10.42,4.03,0.22,4.76,7.89,0.0296474358974359,,,206.0,0.3333333333333333,Yes,,,3.0,Young Adult,2.68239423076923,Moderate,1
20,Other,Mixed,Smartphone_Addiction,Global,Global,7.12,1.85,3.45,2.64,5.22,0.009615384615384616,,,170.0,0.3333333333333333,No,,,1.0,Young Adult,1.7283846153846156,Moderate,1
26,Male,Mixed,Smartphone_Addiction,Global,Global,9.01,5.44,3.72,2.43,4.87,0.0296474358974359,,,220.0,1.0,No,,,3.0,Young Adult,3.00439423076923,High,1
29,Other,Mixed,Smartphone_Addiction,Global,Global,3.19,4.85,3.56,3.01,4.84,0.009615384615384616,,,56.0,0.3333333333333333,No,,,1.0,Young Adult,0.8788846153846152,Moderate,1
18,Male,Mixed,Smartphone_Addiction,Global,Global,10.96,1.08,1.24,2.65,5.81,0.009615384615384616,,,78.0,0.3333333333333333,No,,,1.0,Teen,2.8388846153846155,Moderate,1
28,Male,Mixed,Smartphone_Addiction,Global,Global,8.04,5.12,3.74,4.31,8.16,0.0296474358974359,,,128.0,0.3333333333333333,Yes,,,3.0,Young Adult,1.95889423076923,Moderate,1
34,Male,Mixed,Smartphone_Addiction,Global,Global,3.64,2.2,3.15,3.87,7.36,0.009615384615384616,,,96.0,,Yes,,,1.0,Adult,0.13488461538461521,Unknown,1
30,Other,Mixed,Smartphone_Addiction,Global,Global,7.19,5.52,3.13,3.76,7.44,0.0296474358974359,,,245.0,1.0,Yes,,,3.0,Adult,1.8653942307692306,High,1
18,Male,Mixed,Smartphone_Addiction,Global,Global,6.46,2.68,0.58,4.2,6.72,0.01963141025641026,,,99.0,,No,,,2.0,Teen,1.3248894230769226,Unknown,1
27,Female,Mixed,Smartphone_Addiction,Global,Global,10.64,5.9,2.16,5.55,6.48,0.01963141025641026,,,58.0,1.0,Yes,,,2.0,Young Adult,3.3188894230769224,High,1
35,Male,Mixed,Smartphone_Addiction,Global,Global,8.36,3.17,0.22,2.95,8.21,0.009615384615384616,,,96.0,0.3333333333333333,Yes,,,1.0,Adult,1.762384615384615,Moderate,1
30,Other,Mixed,Smartphone_Addiction,Global,Global,11.29,3.83,0.54,5.33,8.02,0.0296474358974359,,,204.0,0.3333333333333333,No,,,3.0,Adult,2.93089423076923,Moderate,1
27,Female,Mixed,Smartphone_Addiction,Global,Global,4.2,3.99,0.12,2.76,6.76,0.009615384615384616,,,136.0,,No,,,1.0,Young Adult,0.7193846153846153,Unknown,1
30,Female,Mixed,Smartphone_Addiction,Global,Global,6.17,1.47,3.6,5.17,7.55,0.0296474358974359,,,158.0,,Yes,,,3.0,Adult,0.8788942307692306,Unknown,1
21,Male,Mixed,Smartphone_Addiction,Global,Global,3.08,0.59,1.07,2.89,7.35,0.009615384615384616,,,25.0,,Yes,,,1.0,Young Adult,-0.30061538461538473,Unknown,1
19,Male,Mixed,Smartphone_Addiction,Global,Global,8.62,4.88,2.98,1.43,5.72,0.01963141025641026,,,127.0,1.0,No,,,2.0,Teen,2.6108894230769226,High,1
18,Other,Mixed,Smartphone_Addiction,Global,Global,6.25,1.85,3.05,4.52,8.43,0.01963141025641026,,,234.0,,Yes,,,2.0,Teen,0.7848894230769232,Unknown,1
33,Female,Mixed,Smartphone_Addiction,Global,Global,5.34,1.88,1.85,2.06,7.43,0.0296474358974359,,,158.0,,No,,,3.0,Adult,0.6738942307692306,Unknown,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,11.92,0.99,2.13,2.83,8.21,0.009615384615384616,,,116.0,0.3333333333333333,No,,,1.0,Adult,2.6813846153846144,Moderate,1
23,Other,Mixed,Smartphone_Addiction,Global,Global,8.79,4.14,2.05,5.46,7.52,0.0296474358974359,,,166.0,0.3333333333333333,No,,,3.0,Young Adult,2.20239423076923,Moderate,1
33,Male,Mixed,Smartphone_Addiction,Global,Global,4.14,4.71,2.77,2.46,6.84,0.0296474358974359,,,55.0,0.3333333333333333,Yes,,,3.0,Adult,0.7963942307692305,Moderate,1
27,Male,Mixed,Smartphone_Addiction,Global,Global,4.73,4.14,2.86,4.15,5.18,0.009615384615384616,,,58.0,1.0,Yes,,,1.0,Young Adult,1.243384615384615,High,1
31,Other,Mixed,Smartphone_Addiction,Global,Global,8.17,3.51,2.17,3.49,8.48,0.0296474358974359,,,80.0,1.0,Yes,,,3.0,Adult,1.69889423076923,High,1
34,Other,Mixed,Smartphone_Addiction,Global,Global,9.74,4.08,3.02,0.89,4.8,0.01963141025641026,,,50.0,1.0,Yes,,,2.0,Adult,3.066889423076923,High,1
23,Female,Mixed,Smartphone_Addiction,Global,Global,6.53,5.65,2.45,3.12,7.9,0.009615384615384616,,,55.0,1.0,No,,,1.0,Young Adult,1.5558846153846155,High,1
30,Female,Mixed,Smartphone_Addiction,Global,Global,3.62,3.03,2.92,5.77,5.86,0.01963141025641026,,,206.0,,Yes,,,2.0,Adult,0.5553894230769227,Unknown,1
18,Male,Mixed,Smartphone_Addiction,Global,Global,5.65,5.71,2.57,2.2,7.36,0.009615384615384616,,,113.0,1.0,No,,,1.0,Teen,1.3648846153846153,High,1
35,Female,Mixed,Smartphone_Addiction,Global,Global,10.93,1.7,3.66,1.76,4.93,0.01963141025641026,,,195.0,0.3333333333333333,No,,,2.0,Adult,3.1003894230769227,Moderate,1
21,Female,Mixed,Smartphone_Addiction,Global,Global,11.23,2.66,0.43,5.94,8.66,0.01963141025641026,,,52.0,0.3333333333333333,No,,,2.0,Young Adult,2.603389423076923,Moderate,1
27,Female,Mixed,Smartphone_Addiction,Global,Global,11.96,5.37,0.23,5.11,5.8,0.0296474358974359,,,244.0,1.0,No,,,3.0,Young Adult,3.8403942307692307,High,1
21,Female,Mixed,Smartphone_Addiction,Global,Global,9.51,1.24,3.51,5.96,8.02,0.009615384615384616,,,55.0,0.3333333333333333,Yes,,,1.0,Young Adult,1.913384615384615,Moderate,1
31,Female,Mixed,Smartphone_Addiction,Global,Global,10.27,2.06,3.49,3.12,7.52,0.01963141025641026,,,154.0,1.0,No,,,2.0,Adult,2.405389423076923,High,1
35,Female,Mixed,Smartphone_Addiction,Global,Global,6.29,1.1,3.86,1.7,8.62,0.009615384615384616,,,110.0,0.3333333333333333,Yes,,,1.0,Adult,0.6453846153846154,Moderate,1
35,Female,Mixed,Smartphone_Addiction,Global,Global,4.68,5.85,2.19,0.99,6.7,0.0296474358974359,,,121.0,1.0,No,,,3.0,Adult,1.1843942307692306,High,1
35,Female,Mixed,Smartphone_Addiction,Global,Global,10.98,3.87,3.01,4.63,7.33,0.01963141025641026,,,66.0,0.3333333333333333,No,,,2.0,Adult,2.963389423076923,Moderate,1
22,Female,Mixed,Smartphone_Addiction,Global,Global,5.97,4.14,1.77,5.13,4.83,0.01963141025641026,,,43.0,1.0,Yes,,,2.0,Young Adult,1.7503894230769226,High,1
31,Female,Mixed,Smartphone_Addiction,Global,Global,11.6,1.07,2.74,4.99,6.45,0.0296474358974359,,,177.0,1.0,No,,,3.0,Adult,2.9393942307692305,High,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,10.09,1.24,1.42,4.17,6.25,0.01963141025641026,,,170.0,0.3333333333333333,No,,,2.0,Young Adult,2.473389423076923,Moderate,1
27,Female,Mixed,Smartphone_Addiction,Global,Global,7.76,5.23,2.7,4.45,6.29,0.01963141025641026,,,247.0,0.3333333333333333,Yes,,,2.0,Young Adult,2.248389423076923,Moderate,1
26,Other,Mixed,Smartphone_Addiction,Global,Global,7.43,2.5,2.74,3.68,7.59,0.0296474358974359,,,146.0,0.3333333333333333,No,,,3.0,Young Adult,1.4663942307692304,Moderate,1
29,Male,Mixed,Smartphone_Addiction,Global,Global,11.97,3.89,0.31,0.71,7.26,0.01963141025641026,,,239.0,1.0,Yes,,,2.0,Young Adult,3.3268894230769224,High,1
22,Female,Mixed,Smartphone_Addiction,Global,Global,11.27,1.89,0.12,5.17,5.61,0.009615384615384616,,,112.0,0.3333333333333333,Yes,,,1.0,Young Adult,3.108884615384615,Moderate,1
30,Male,Mixed,Smartphone_Addiction,Global,Global,8.28,3.17,2.78,0.82,8.03,0.01963141025641026,,,66.0,0.3333333333333333,No,,,2.0,Adult,1.773389423076923,Moderate,1
31,Other,Mixed,Smartphone_Addiction,Global,Global,3.83,2.71,0.31,5.9,5.66,0.0296474358974359,,,164.0,,No,,,3.0,Adult,0.6238942307692307,Unknown,1
23,Other,Mixed,Smartphone_Addiction,Global,Global,4.49,4.4,2.37,1.05,8.11,0.01963141025641026,,,110.0,0.3333333333333333,Yes,,,2.0,Young Adult,0.6153894230769231,Moderate,1
31,Male,Mixed,Smartphone_Addiction,Global,Global,11.34,5.13,2.23,3.17,5.56,0.0296474358974359,,,203.0,0.3333333333333333,No,,,3.0,Adult,3.63539423076923,Moderate,1
29,Male,Mixed,Smartphone_Addiction,Global,Global,9.63,4.06,0.93,2.65,5.67,0.009615384615384616,,,217.0,1.0,Yes,,,1.0,Young Adult,2.8483846153846155,High,1
23,Male,Mixed,Smartphone_Addiction,Global,Global,9.72,3.57,0.71,4.66,8.0,0.0296474358974359,,,82.0,1.0,No,,,3.0,Young Adult,2.3463942307692305,High,1
29,Male,Mixed,Smartphone_Addiction,Global,Global,11.6,2.15,1.76,4.73,5.64,0.009615384615384616,,,237.0,0.3333333333333333,No,,,1.0,Young Adult,3.2573846153846144,Moderate,1
26,Other,Mixed,Smartphone_Addiction,Global,Global,4.94,5.12,0.37,6.0,6.68,0.01963141025641026,,,48.0,1.0,Yes,,,2.0,Young Adult,1.1668894230769231,High,1
